domain,trust_score,blacklisted,ip_bad_count_bad,ssl_valid,ip_country,anonymous_whois,dnsblock_threat_count,whois_registration_duration,whois_valid_email,avg_review_score,facebook_comments_negative_count,facebook_comments_positive_count,scamadviser_votes_legit,scamadviser_votes_scam,scamadviser_votes_fake,is_legit
bitunix.com,100,0,0,1,US,1,0,1.78,0,3.33,0,0,0,0,0,1
poloniex.com,100,0,0,1,US,1,0,10.53,1,1.74,0.11,0.45,0,13,0,1
azbit.com,65,0,0.04,1,US,0,0,10.02,0,1.66,0,0,0,3,0,1
protofi.app,86,0,0.03,1,US,1,0,3.17,0,0,0,0,0,0,0,1
paribu.com,100,0,0.17,1,US,1,0,9.04,0,2.27,0,0,0,1,1,1
exchange.fastex.com,68,0,0.02,1,GB,1,0,27.23,1,2.35,0,0,0,0,0,1
coindcx.com,31,0,0.56,1,US,1,0,6.53,0,2.24,0,0,2,21,3,1
app.koi.finance,56,0,0.08,1,US,1,0,1.25,0,0,0,0,0,0,0,1
app.diffusion.fi,82,0,0.46,1,BR,0,0,2.58,0,0,0,0,0,0,0,1
trubit.com,57,0,0.09,1,NL,1,0,8.58,0,2.55,0,0,0,1,0,1
app.3xcalibur.com,52,0,0.18,1,US,1,0,2.04,0,0,0,0,0,0,0,1
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
,44.57968476,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
101investing.com,1,0,0.47,1,US,1,0,11.72,1,1.44,0,0,0,13,5,0
10brokers.com,10,0,0.09,1,US,1,0,3.33,1,2.02,0.4,0,0,8,3,0
13xbtc.com,1,0,1,1,US,1,0,7.06,1,1.26,0,0,0,0,0,0
ww25.247bitcoins.net,77,0,0.1,0,US,1,0,7.59,0,1,0,0,0,0,0,0
247cryptobase.com,40,0,0.21,1,US,0,3,0,0,1,0,0,0,0,0,0
247tradegrowth.net,1,0,0.41,1,AU,1,0,0.96,1,1,0,0,0,3,0,0
2639088.com,47,0,0,1,HK,1,0,2.27,0,0,0,0,0,0,0,0
2investgroup.com,1,0,0.32,1,US,1,0,1.73,0,1,0,0,0,0,0,0
360cryptotraders.com,1,0,0.47,1,US,0,0,1.88,0,1,0,0,0,0,0,0
365crypto.com,13,1,0,0,US,1,2,6.96,0,0,1,0,0,0,0,0
365globalmarket.com,10,0,0.75,0,US,1,0,7.11,1,1.2,0,0,0,0,0,0
5cae.com,12,0,0.31,1,US,0,0,0.5,0,1,0,0,0,0,0,0
600bitcoin.com,1,0,0.04,1,US,1,0,5.42,0,1,0,0,0,0,0,0
65today.com,81,0,0.06,0,DK,1,0,4.07,0,0,0,0,0,0,0,0
98235u.com,77,0,0,0,HK,1,0,2.34,0,0,0,0,0,0,0,0
aausdt365.com,1,0,1,1,SG,1,0,1.65,0,1,0,0,0,7,0,0
ww1.acceptrade.com,1,0,0.1,0,US,1,0,1.4,0,1,0,0,0,0,0,0
ww25.accetmining.com,77,0,0.13,0,US,1,0,1.69,1,0,0,0,0,0,0,0
admiral-markets.com,10,0,0.08,0,US,1,0,3.32,0,3,0,0,0,0,0,0
aeexc.lat,51,0,0,1,US,1,0,1.02,1,0,0,0,0,0,0,0
agencecentraledescryptomonnaies.com,13,0,0.04,0,DE,0,1,0,0,3.2,0,0,0,0,0,0
ww12.agkapital.com,91,0,0.2,0,US,1,0,3.41,0,0,0,0,0,0,0,0
algo-revolution.com,1,1,0.44,0,US,1,0,1.13,1,1,0,0,0,0,0,0
algorandcapital.co,36,0,0.22,0,US,1,0,1.45,0,1,0,0,0,0,0,0
alphapipsoptions.com,31,0,0.31,1,US,1,0,1.49,1,1,0,0,0,0,0,0
altcoins-exchange.com,1,0,0.12,1,BR,1,0,2.01,0,0,0,0,0,0,0,0
antrush.com,1,0,0.18,1,DE,0,0,0.71,0,1.1,0,0,0,4,1,0
apexelitetrades.net,1,0,0.3,1,US,1,0,2.56,1,0,0,0,0,0,0,0
api.scbtrader.com,37,0,0,1,JP,1,0,2.74,0,1,0,0,0,2,0,0
app.cryptomarketoptions.online,24,0,0.29,1,US,1,0,1.78,1,1.7,0,0,0,0,0,0
ww25.apro3.vip,61,0,0.27,0,US,1,0,0.08,0,0,0,0,0,0,0,0
apyeth.gifts,26,0,0.03,1,US,1,0,0.58,0,0,0,0,0,0,0,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,1,1.29,0.5,0.11,10,171,48,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,1,1.29,0.5,0.11,10,171,48,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,1,1.29,0.5,0.11,10,171,48,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,1,1.29,0.5,0.11,10,171,48,0
aspkdp.com,36,0,0,1,US,1,0,1.41,1,0,0,0,0,0,0,0
atcplus.top,37,0,0,1,US,1,0,1.45,0,0,0,0,0,0,0,0
atm10.com,26,0,0.04,1,US,1,0,1.98,1,1.1,0,0,0,0,0,0
hugedomains.com,100,0,0.08,1,US,0,0,20.74,1,1.29,0.5,0.11,10,171,48,0
avenir-crypto.com,10,0,0.23,0,US,1,0,2.07,1,0,0,0,0,0,0,0
axieminners.com,1,0,0.47,1,US,1,0,0.92,1,0,0,0,0,0,0,0
bakktexe.com,7,0,0.12,1,US,0,0,1.53,0,0,0,0,0,0,0,0
bakktunt.com,52,0,0.25,1,US,0,0,1.66,1,0,0,0,0,0,0,0
bank-of-crypto.com,13,0,0,0,US,1,2,0,0,0,1,0,0,0,0,0
bcgmap.vip,1,0,0,1,US,1,3,1.79,1,1,0,0,0,3,1,0
beta-venture.com,10,0,0.03,0,FI,1,0,6.28,1,0.4,0,0,0,0,0,0
hugedomains.com,100,1,0.06,1,US,0,0,20.74,1,1.21,0.5,0.11,10,171,48,0
bforinvest.com,5,0,1,0,IN,1,0,5.1,0,2.3,0,0,0,0,0,0
bhptrade.com,1,0,0.6,1,HK,1,0,1.7,0,1.2,0,0,0,0,0,0
bilaxy.online,54,0,0.24,1,HK,1,0,2.4,0,0,0,0,0,0,0,0
bit24coin.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
bitblender.me,1,1,0.28,1,US,1,1,6.58,0,1,0,0,0,3,2,0
bitcetuss.com,46,0,0.14,1,US,1,0,1.46,0,1.86,0,0,0,0,0,0
bitcoin-champion.com,6,0,0.12,1,BR,1,1,4.85,1,2.9,0,0,0,0,0,0
bitcoin-hausse.com,13,0,0,0,US,1,0,1.05,0,0,0,0,0,0,0,0
bitcoin-pas-chere.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
bitcoin-patrimoine.com,10,0,0,1,FR,1,0,1.89,0,0,0,0,0,0,0,0
bitcoinera.app,1,0,0.27,1,US,1,0,4.75,0,1.29,0,0,0,2,0,0
ww7.bitcoinfrex.com,86,0,0.13,0,US,1,0,1.73,0,0,0,0,0,0,0,0
bitcoinified.com,1,0,0.34,1,CH,0,0,0.42,0,1,0,0,0,0,0,0
bitcoinlifestyle.io,1,0,0.26,1,US,1,0,2.36,1,3.8,0,0,0,0,0,0
bitcoinoie.com,1,0,0.5,1,US,1,0,6.44,1,1.96,0,0,0,1,0,0
bitcoinrevolution.org,1,0,0.03,1,US,1,0,9.5,0,1.52,0,0,0,3,0,0
bitconeo.com,13,0,0,0,US,0,0,4.49,1,0,0,0,0,0,0,0
bitcoud.com,42,0,0.12,1,US,1,0,1.46,1,1,0,0,0,0,0,0
bitecx.com,71,0,0.03,1,US,0,3,6.45,0,1.4,0,0,0,0,0,0
bitmetroinvestment.com,1,0,0.63,1,US,1,0,1.67,1,2.1,0,0,0,0,0,0
bitoasis.ai,2,0,0.03,1,US,1,0,0,0,1,0,0,0,0,0,0
bitprud.com,1,0,0.48,1,US,1,3,1.63,1,1.3,0,0,0,0,0,0
bitstackoption.com,37,0,0.37,1,US,0,0,2.88,0,0,0,0,0,0,0,0
bitstampnd.info,60,0,0,1,US,1,0,2.4,1,0,0,0,0,0,0,0
bitx.net,86,0,0.31,1,US,1,0,22.55,1,1,1,0,1,1,0,0
bravaofx.com,1,0,0.37,1,US,1,0,1.27,0,1,0,0,0,0,0,0
btc.imtoker.cn,1,0,0,0,US,0,3,0,0,1.6,0,0,0,4,2,0
ww25.btcbrokerz.com,56,0,0.3,0,US,0,0,0.16,0,0,0,0,0,0,0,0
btcxt.com,65,0,0.22,1,US,0,0,7.35,0,1,0,0,0,0,0,0
bxbcc.com,41,0,0.12,1,US,1,0,1.78,1,1,0,0,0,0,0,0
bybitdex.com,1,0,1,1,NL,1,1,0.68,0,2.08,0,0,0,1,0,0
bytobit.com,1,0,1,1,RU,1,0,0.97,1,1,0,0,0,0,0,0
c4iex.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
camolcoin.net,72,0,0.13,1,BR,1,0,2.11,1,0,1,0,0,1,0,0
capital-coins.com,13,0,0,0,HK,0,0,3.47,1,0,0,0,0,0,0,0
capital-coventry.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
ccy-space.com,11,0,0.17,0,HK,1,0,1.02,0,1,0,0,0,0,0,0
cdfxtrade.online,24,0,0.36,1,LT,1,0,1.89,1,1,0,0,0,0,0,0
ceggcc.vip,45,0,0,1,US,1,2,2.45,1,0,0,0,0,0,0,0
ww25.centogx.com,1,0,0.1,0,US,0,0,1.08,0,1,0,0,0,0,0,0
cfd.smart-epargne.com,1,0,0.38,1,US,0,0,1.05,0,0.9,0,0,0,0,0,0
cglobalw.com,47,0,1,1,HK,1,0,1.12,1,0,0,0,0,0,0,0
chonghingvip.com,12,0,0.27,1,NL,1,0,0.69,0,1,0,0,0,0,0,0
cmccapital.net,1,0,0.22,1,US,1,0,0.39,1,3.01,0,0,0,2,0,0
cmebuy.com,40,0,1,1,US,1,0,2.6,1,0,0,0,0,0,0,0
cmecrypto.com,57,0,0.24,0,US,0,0,5.09,0,1.1,0,0,0,1,0,0
www.cmmaxpro.com,25,0,0,0,US,1,0,0.77,0,1,0,0,0,0,0,0
coinbasetv.com,1,0,0.05,1,US,1,0,0.59,0,1.1,0,0,0,0,0,0
coindcx.win,1,0,0.5,1,US,1,0,0.71,1,1,0,0,0,1,0,0
coinexflip.com,1,0,0.18,1,LT,1,0,0.81,1,0,0,0,0,0,0,0
ww25.coinftx.io,21,0,0.27,0,US,1,0,0.65,0,1,0,0,0,0,0,0
coingrapeforextrading.com,12,0,0.54,1,US,1,0,2.22,1,0,0,0,0,0,0,0
coingrapxforextrading.net,1,0,0.6,1,US,0,0,1.45,0,1.1,0,0,0,0,0,0
coinifytradingbolt.net,1,0,0.55,1,US,1,0,1.96,1,0,0,0,0,0,0,0
coinjab.net,41,0,0.04,1,DE,1,0,1.77,1,1.2,0,0,0,0,0,0
coinmicro.org,1,0,1,0,HK,0,1,0,0,0,0,0,0,0,0,0
ww25.coinsswitch.cc,6,0,0.27,0,US,0,0,0.03,0,0,0,0,0,0,0,0
ww25.cointrademining.com,31,0,0.27,0,US,1,0,0.96,1,1.3,0,0,0,0,0,0
coinwpro.xyz,40,0,0,1,US,1,2,2.71,0,0,0,0,0,0,0,0
comericafinancialbk.com,1,0,0.31,1,GB,1,0,0.99,1,1,0,0,0,0,0,0
crm.stunwill.com,19,0,0.04,0,DE,0,0,3.09,1,0,0,0,0,0,0,0
crptrade.com,1,0,0.04,1,US,1,0,1.07,1,1.55,0,0,0,0,0,0
cryp-vestfx.com,1,0,0.17,1,NL,1,0,1.73,1,1,0,0,0,0,0,0
cryptextrading.com,41,0,0.18,1,DE,1,0,2.87,0,1.1,0,0,0,0,0,0
crypto-exch.com,1,0,0.04,1,US,0,0,1.67,0,1,0,0,0,2,0,0
crypto-institute.com,13,0,0.07,0,US,1,1,4.27,0,0,0,0,0,0,0,0
cryptoadviseruk.com,1,0,0.03,1,US,0,0,1.73,0,3,0,0,0,0,0,0
cryptobourse.net,10,0,0.18,0,US,0,1,3.07,0,0,0,0,0,0,0,0
cryptocash24.com,13,0,0.02,0,NL,1,0,4.82,0,0,0,0,0,0,0,0
cryptocurrencybitcore.com,1,0,0.43,1,AU,1,0,0.95,1,1.1,0,0,0,10,3,0
cryptocurrencybtx.com,1,0,0.04,1,DE,1,0,2.32,1,1.1,0,0,0,3,1,0
cryptoeraonline.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
cryptoexu.com,1,0,0.91,1,US,0,0,1.58,1,1,0,0,0,0,0,0
cryptofast.net,56,0,0.14,1,US,1,0,1.03,0,0,0,0,0,0,0,0
cryptofrancecapital.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
cryptofundfx.com,1,0,0.17,0,US,1,0,3.81,0,1.4,0,0,0,7,3,0
cryptolegacypro.com,16,0,0.03,1,US,1,0,4.94,1,1,0,0,0,0,0,0
cryptomonaies.com,13,0,0,1,US,1,1,6.77,1,0,0,0,0,0,0,0
cryptomoney888.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
cryptoning.com,42,0,0,1,DE,0,0,4.49,1,0,0,0,0,0,0,0
cryptoprofx.com,17,0,0.6,0,US,1,0,2.04,1,0,0,0,0,0,0,0
cryptoquicker.com,13,0,0,0,US,1,0,0.79,0,0,0,0,0,0,0,0
cryptos-house.com,50,0,0,1,JP,1,0,3.91,1,0,0,0,0,0,0,0
cryptos.solutions,1,0,0.11,0,PT,0,1,0,0,0,0,0,0,0,0,0
cryptosone.com,10,0,0.06,0,US,1,1,6.87,0,0,0,0,0,0,0,0
cryptotora.com,1,0,0.33,1,US,1,0,1.51,0,1.62,0,0,0,0,0,0
cryptoxcointrade.online,1,0,0.51,1,US,1,2,1.55,1,1,0,0,0,0,0,0
cybercapital.ltd,1,0,0.3,1,US,1,0,1.34,1,1,0,0,0,0,0,0
daofenix.com,1,0,0.19,1,US,0,0,1.5,1,0,0,0,0,0,0,0
ww25.daoftxdex.com,47,0,0.1,0,US,0,0,1.81,0,1.1,0,0,0,0,0,0
dapp.tokenpocket-app.me,46,0,0.06,0,DE,1,0,1.17,0,0,0,0,0,0,0,0
darwave.com,16,0,0.29,1,US,1,0,0.73,0,0,0,0,0,0,0,0
dibbs.co,41,0,0.03,1,US,1,0,4.78,0,1.26,0,0,0,2,1,0
digicoins.cc,1,0,0,0,US,0,3,0.85,0,0,0,0,0,0,0,0
digitalwalletfutures.com,42,0,0.2,1,HK,1,0,1.53,0,1.5,0,0,0,0,0,0
direct-ep.com,1,0,0,0,HK,1,1,2.56,1,0,0,0,0,0,0,0
directco-invest.com,59,0,0,0,US,1,0,4.58,0,3,0,0,0,0,0,0
dunemining.pro,83,0,0,0,US,1,3,0,0,0,0,0,0,0,0,0
ecoin-stock.com,10,0,0.05,0,US,1,0,6.42,1,0,0,0,0,0,0,0
elitetrader.io,1,0,0.25,1,US,0,0,0.96,0,1,0,0,0,0,0,0
epargne-crypto.io,1,0,0.03,1,US,1,0,0.99,0,2.44,0,0,0,0,0,0
epargnebitcoin.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
ethereumxcorp.com,1,0,0.27,1,US,0,0,0.74,0,0,0,0,0,0,0,0
euro-crypto.com,13,0,0.18,1,DE,1,0,3.11,0,0,0,0,0,0,0,0
exopip.com,1,0,0.67,1,MY,0,0,1.4,0,1.73,0,0,0,0,0,0
exs-bitcoins.com,1,0,1,1,HK,1,0,1.54,1,1.37,0,0,0,0,0,0
extra-gains.com,35,0,1,1,NL,1,0,3.86,1,0,0,0,0,0,0,0
fair-oakscrypto.com,13,0,0,0,US,0,0,3.99,1,0,0,0,0,0,0,0
fc.bitcoinfrance-appl.com,55,0,0.67,1,DE,1,0,4.48,0,0,0,0,0,0,0,0
finances-markets.com,1,0,0.02,0,US,1,0,6.15,0,0,0,0,0,0,0,0
finetero.com,1,0,0.03,1,US,1,0,3.82,0,1.82,0,0,0,12,8,0
fitbela.org,56,0,0,1,US,1,0,2.16,0,0,0,0,0,0,0,0
fitbelaepro.com.tw,1,0,0,1,HK,0,0,0,1,0,0,0,0,0,0,0
flipuniquemarket.live,41,0,0.2,1,US,1,0,2.11,1,1,0,0,0,2,2,0
fr.kiplar.com,1,0,0.04,1,NL,1,0,4.49,1,1,0,0,0,0,0,0
fundcryptosecure.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
fundobits.org,6,0,0.41,1,US,1,0,0.98,1,1,0,0,0,0,0,0
futurbtc.com,1,0,1,1,NL,0,0,1.4,0,1.81,0,0,0,0,0,0
fx-yongying.com,56,0,0.02,1,US,0,0,2.11,1,1.44,0,0,0,1,0,0
ww25.gechains.com,22,0,0.28,0,US,1,0,1.01,1,1.1,0,0,0,0,0,0
geetle.com,51,0,0.09,1,NL,0,0,4.18,0,4.2,0,0,0,0,0,0
getbonusx2.com,1,0,0.39,1,US,0,1,0.97,0,0,0,0,0,0,0,0
ggmcryptotrademarket.com,1,0,0.57,1,US,1,0,2.23,1,0,0,0,0,0,0,0
globalbtcwallet.com,1,0,0.03,0,US,0,3,2.87,0,2.09,0,0,0,8,2,0
globaltekforex.com,1,0,0.59,1,FI,0,0,2.06,0,1,0,0,0,0,0,0
gmelaunch.com,26,0,0.39,1,US,1,0,0.47,1,0,0,0,0,0,0,0
gmt-crypto.com,10,1,1,0,HK,0,0,4.38,0,0,0,0,0,0,0,0
goldencoinex.com,1,0,0.26,1,NL,1,0,0.78,0,1.69,0,0,0,7,3,0
good-bookingline.com,21,0,0.33,1,US,1,0,0.58,1,0,0,0,0,0,0,0
good-crypto.com,13,0,0,0,US,0,1,0,0,0,0,0,0,0,0,0
green.im-tokens.store,1,0,0.95,0,DE,1,0,1.19,1,1,0,0,0,0,0,0
gwt-capital.com,51,0,0.05,1,US,1,0,1.13,0,0,0,0,0,0,0,0
h5.opensoilx.com,21,0,0.47,1,HK,0,0,2.08,0,1.55,0,0,0,0,0,0
hgeex.com,31,0,0.04,1,DE,1,0,2.03,1,1,0,0,0,3,0,0
hkselead.com,1,0,0.18,0,US,0,0,0.95,0,1.07,0,0,0,3,1,0
hnbaishihengtong.com,21,0,0.31,1,US,1,0,1.88,1,3.2,0,0,0,0,0,0
icmarket-trading.com,1,0,0.03,1,US,1,0,0.72,1,0,0,0,0,0,0,0
idigitale-finance.com,42,0,0.07,1,US,1,1,4.18,0,0,0,0,0,0,0,0
imtoken.im,1,0,0.26,0,-,0,0,0,0,1.4,0,0,0,1,1,0
imtokenbe.com,22,0,0.28,1,US,1,0,1.97,0,1,0,0,0,3,2,0
ww25.imtokenhot.com,51,0,0.28,0,US,1,0,0.33,1,1,0,0,0,0,0,0
interactivecoins.com,13,0,0.02,0,US,0,1,5.41,0,0,0,0,0,0,0,0
intertradesfx.com,25,0,0.01,0,US,0,3,0,0,2.28,0,0,0,3,1,0
ism-agency.com,100,0,0.01,1,US,1,0,24.51,0,0,0,0,0,0,0,0
itexustrade.com,42,0,0.1,1,US,1,0,2.28,1,1.1,0,0,0,0,0,0
jexwallet.xyz,1,0,0,1,US,1,0,1.83,0,1,0,0,0,3,1,0
jpcrypto.io,1,0,0.04,1,DE,1,0,2.16,1,1.21,0,0,0,2,1,0
justtice.com,1,0,0.7,0,HK,0,0,39.58,0,0.89,0,0,0,0,0,0
kacofinance.io,1,0,0.13,1,US,0,3,0,0,1,0,0,0,5,1,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,0,1.31,0.5,0.11,10,171,48,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,0,1.31,0.5,0.11,10,171,48,0
hugedomains.com,100,0,0.04,1,US,0,0,20.74,0,1.31,0.5,0.11,10,171,48,0
kryptowize.com,13,0,0,0,US,1,2,4.06,0,0,0,0,0,0,0,0
lacentraledescryptomonnaies.com,13,0,0,1,US,1,0,3.35,0,0,0,0,0,0,0,0
legalcryptocoinstrade.com,1,0,0.57,1,US,0,1,3.72,1,1,0,0,0,1,0,0
lhk-group.com,6,0,0.32,1,FR,1,0,0.64,1,0,0,0,0,0,0,0
lidcoin.vip,1,0,1,1,US,1,0,0.9,0,1,0,0,0,0,0,0
m.coinlistro.com,1,0,0.12,1,US,0,0,1.56,0,1,0,0,0,6,0,0
mabanquecrypto.com,10,0,0,0,US,1,0,0,0,0,0,0,0,0,0,0
mantao.network,1,0,0,0,US,1,0,0.55,0,1,0,0,0,0,0,0
mcminage.com,50,0,0,0,US,1,0,3.39,1,0,0,0,0,0,0,0
micavhe.top,46,0,0,1,US,1,0,1.7,0,1,0,0,0,0,0,0
miner-us.com,42,0,0.4,1,US,1,0,1.57,1,1.54,0,0,0,1,0,0
ww25.mineslots.site,90,0,0.1,0,US,1,0,9.39,0,0,0,0,0,0,0,0
modestiacapital.com,36,0,0.36,1,US,0,0,0.59,0,1,0,0,0,0,0,0
moneo-invest.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
monnaiestech.com,13,0,0.06,0,US,1,0,6.52,1,0,0,0,0,0,0,0
hugedomains.com,100,0,0.05,1,US,0,0,20.74,1,1.21,0.5,0.11,10,171,48,0
my-minings.top,1,0,0.46,1,HK,1,0,1.32,0,1,0,0,0,0,0,0
mycrypto-invest.com,25,0,0,0,US,1,1,4.36,0,0,0,0,0,0,0,0
mywitrade.com,1,0,0.03,1,US,1,0,1.08,1,3.51,0,0,0,0,0,0
na-cryptoinvestment.ltd,16,0,0.18,1,DE,1,0,0.68,0,1.63,0,0,0,0,0,0
natsle.com,26,0,0.75,0,US,1,0,1.93,0,0,0,0,0,0,0,0
ww16.newcfds.com,92,0,0.14,0,DE,0,0,2.27,0,0,0,0,0,0,0,0
nixse.com,1,0,0.32,1,NL,1,0,4.43,1,2.42,0,0,0,0,0,0
nowpayments.io,56,0,0.24,1,US,1,0,5.29,1,3.17,0,0,0,0,0,0
oceanfx.io,1,0,0.4,1,US,1,0,0.41,0,2,0,0,0,0,0,0
oneglobal-advr.com,1,0,0.32,1,US,1,0,1.01,1,1,0,0,0,0,0,0
originalcrypto.com,44,0,1,1,US,1,0,6.88,1,1.87,0.22,0,0,0,0,0
origine-bitcoin.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
paiement-bitcoin.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
panda-life130.com,1,0,0.04,1,US,1,0,0.6,1,3.74,0,0,0,0,0,0
paradisecrypto.net,50,0,1,1,GB,1,0,4.67,1,0,0,0,0,0,0,0
phoenix-gm.com,42,0,0.07,0,US,1,1,5.78,0,0,0,0,0,0,0,0
poloniefxt.com,1,0,0.45,1,US,1,0,1.55,1,2.95,0,0,0,0,0,0
positiva-ad.com,10,0,0,0,NL,1,1,6.44,0,0,0,0,0,0,0,0
ww25.premium-exchange.com,1,0,0.1,0,US,0,0,0.24,0,0,0,0,0,0,0,0
premium-xtrade.com,38,0,0.02,1,BR,0,0,1.41,0,4,0,0,0,0,0,0
primegroup.global,1,0,0.29,1,US,1,0,0.83,0,1,0,0,0,0,0,0
prix-bitcoin.com,13,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
publicrealm.pro,1,0,0.03,1,US,1,0,0.65,1,1,0,0,0,0,0,0
quantumfundsgroup.net,41,0,0.04,1,US,1,0,1.11,1,1,0,0,0,0,0,0
renq.io,41,0,0.26,1,US,1,0,1.66,0,1.3,0,0,0,0,0,0
riacapital.pro,1,1,0.03,1,US,1,0,1.07,0,1.87,0,0,0,0,0,0
rivegarde.com,1,0,0.24,1,US,1,0,1.01,1,1.41,0,0,0,0,0,0
rmcas-ltd.com,10,0,0,0,US,1,2,0,0,0,0,0,0,0,0,0
safepalesa.com,56,0,0,1,US,0,0,1.07,0,0,0,0,0,0,0,0
save-coins.com,1,0,0,0,US,0,0,0,0,0,0,0,0,0,0,0
securedailywealth.com,46,0,0.38,1,NL,0,0,2.15,0,1,0,0,0,1,1,0
shorttermtradings.com,1,0,1,0,HK,1,0,0.61,0,1.3,0,0,0,0,0,0
silveriz.fr,15,0,1,1,IL,1,0,2.22,0,2.13,0,0,0,1,1,0
simexrue.com,1,0,0.82,0,US,0,0,2.08,1,1,0,0,0,0,0,0
